cg21237418,cg14001567,cg18396533,cg14672994,cg06630737,cg06834875,cg17820591,cg17927917,cg08912400,cg04809787,cg26163537,cg23696834,cg23749760,cg24101359,cg27522780,cg20025656,cg02867079,cg09619786,cg12281657,cg09052983,cg26200580,cg23214764,cg24178740,cg13134662,cg02595219,cg01185080,cg07360076,cg08727202,cg15835825,cg18107072,cg04749104,cg14170423,cg05970437,cg26453588,cg14204735,cg14849559,cg12613383,cg07895149,cg01457653,cg18877506,cg21700166,cg13488201,cg02914379,cg03005261,cg17679246,cg00651216,cg00273068,cg14892066,cg13097407,cg12800028
0.67904,0.03145,0.53431,0.60839,0.73555,0.74675,0.71813,0.61823,0.68055,0.62562,0.70214,0.59983,0.63112,0.71222,0.3609,0.65982,0.7109,0.63056,0.68515,0.59006,0.62438,0.59664,0.53077,0.3616,0.67246,0.64833,0.66928,0.59032,0.08299,0.62215,0.49219,0.63849,0.68816,0.57829,0.74306,0.60659,0.45081,0.62356,0.48105,0.56011,0.47159,0.61573,0.6187,0.70319,0.16652,0.4492,0.65684,0.51301,0.71509,0.19791
0.78988,0.03385,0.80091,0.79132,0.85656,0.80995,0.82092,0.76609,0.85108,0.79896,0.83612,0.73948,0.78985,0.83996,0.77443,0.76464,0.88755,0.79899,0.84517,0.765,0.58299,0.81335,0.76615,0.62436,0.87391,0.77995,0.80081,0.78785,0.06346,0.77244,0.87076,0.78257,0.86539,0.85454,0.83182,0.8393,0.59271,0.80596,0.80912,0.79471,0.69647,0.7658,0.77786,0.82913,0.71516,0.67607,0.77549,0.83507,0.89638,0.0803
0.13958,0.03535,0.27978,0.13256,0.08066,0.23088,0.05524,0.07368,0.14078,0.17006,0.22989,0.04762,0.11553,0.07665,0.06189,0.42292,0.09553,0.04808,0.05826,0.06726,0.08853,0.11338,0.23146,0.10342,0.2892,0.14261,0.23349,0.46564,0.28574,0.07261,0.05671,0.604,0.09007,0.23246,0.1801,0.02917,0.49588,0.04692,0.04871,0.04048,0.14139,0.43737,0.09353,0.08209,0.06137,0.07904,0.2089,0.06788,0.09647,0.55153
0.7825,0.02865,0.6745,0.79358,0.86435,0.80963,0.77066,0.66949,0.79993,0.75982,0.81906,0.73408,0.74101,0.92013,0.37098,0.73867,0.69165,0.73451,0.80818,0.73387,0.80327,0.76728,0.66966,0.51825,0.82795,0.79583,0.68009,0.79125,0.08493,0.77163,0.62181,0.75268,0.61468,0.82684,0.84571,0.75508,0.68117,0.80469,0.74629,0.78675,0.72716,0.75378,0.7391,0.82216,0.44074,0.57901,0.76736,0.63345,0.90534,0.12107
0.77448,0.04174,0.67116,0.71593,0.81743,0.79654,0.80741,0.73687,0.74884,0.74177,0.79673,0.66435,0.71169,0.89947,0.38922,0.77034,0.81837,0.75617,0.79796,0.67283,0.761,0.77241,0.70938,0.46174,0.79974,0.79414,0.77354,0.76138,0.06919,0.69317,0.5584,0.74421,0.88755,0.82246,0.83068,0.72588,0.61813,0.74357,0.74706,0.73162,0.58488,0.73517,0.68773,0.80556,0.47018,0.61882,0.75772,0.56036,0.83346,0.22635
0.82502,0.03642,0.83183,0.80641,0.8948,0.83563,0.81052,0.86672,0.907,0.60637,0.86943,0.77305,0.79426,0.82258,0.85852,0.81903,0.91559,0.84538,0.89965,0.8389,0.8369,0.82498,0.80673,0.20324,0.93587,0.77472,0.91902,0.80273,0.0698,0.82986,0.70182,0.82283,0.91251,0.88577,0.89374,0.937,0.79578,0.8294,0.55164,0.85161,0.72572,0.85464,0.83089,0.93108,0.73993,0.72655,0.70907,0.87726,0.9456,0.08029
0.72285,0.04058,0.63738,0.74777,0.80833,0.79806,0.79499,0.7049,0.74704,0.17554,0.75302,0.68276,0.66525,0.81574,0.07276,0.71997,0.57635,0.75693,0.78747,0.70165,0.56608,0.70696,0.47394,0.56885,0.80846,0.73789,0.77041,0.53753,0.05652,0.68307,0.68316,0.73185,0.79971,0.77644,0.78585,0.64047,0.31247,0.61825,0.19907,0.81118,0.47124,0.69801,0.65384,0.76131,0.4892,0.58097,0.72022,0.1875,0.83714,0.21262
0.65715,0.03892,0.69293,0.66033,0.80955,0.75268,0.69736,0.59061,0.62679,0.63626,0.7094,0.62746,0.71188,0.49649,0.47158,0.6414,0.73073,0.63848,0.67208,0.61168,0.70463,0.52144,0.6622,0.41802,0.70995,0.65772,0.66249,0.70704,0.06224,0.60453,0.71557,0.64038,0.69587,0.71849,0.73804,0.58595,0.55968,0.73783,0.50794,0.68682,0.53023,0.57471,0.63637,0.68884,0.28373,0.58751,0.62863,0.26636,0.7,0.43871
0.62302,0.03667,0.73461,0.68435,0.69939,0.82271,0.69709,0.54393,0.72358,0.68903,0.74949,0.63531,0.7038,0.69466,0.436,0.53233,0.74008,0.56562,0.76049,0.65258,0.73231,0.69299,0.56074,0.22934,0.81107,0.54655,0.73812,0.50956,0.07858,0.71211,0.76203,0.71123,0.70653,0.7482,0.76536,0.65662,0.50161,0.79006,0.75824,0.76849,0.19575,0.66686,0.67315,0.68569,0.55557,0.62448,0.47485,0.68972,0.81322,0.18975
0.12377,0.03534,0.31358,0.11562,0.08296,0.50466,0.10808,0.07805,0.35831,0.14249,0.24522,0.06459,0.19139,0.07105,0.08201,0.17789,0.17543,0.06435,0.36647,0.0595,0.10513,0.31069,0.41774,0.08645,0.49245,0.23697,0.13653,0.40214,0.0953,0.12875,0.07859,0.43706,0.08981,0.36064,0.35037,0.03625,0.2151,0.13322,0.0803,0.03707,0.10751,0.12778,0.15815,0.19625,0.06022,0.08577,0.1704,0.09614,0.38131,0.42893
0.73305,0.03528,0.77823,0.72265,0.80891,0.80411,0.70591,0.73267,0.67328,0.71759,0.75202,0.68319,0.73988,0.78487,0.68749,0.70142,0.80999,0.50551,0.79884,0.6836,0.5108,0.58874,0.5856,0.16504,0.80997,0.23291,0.68644,0.74772,0.11357,0.69985,0.56885,0.72638,0.81442,0.81123,0.79149,0.68954,0.62251,0.80806,0.62332,0.72941,0.63115,0.71696,0.50868,0.77434,0.55974,0.34746,0.70391,0.25933,0.83677,0.30695
0.76564,0.02505,0.81308,0.79055,0.87868,0.77297,0.8249,0.74656,0.7994,0.79335,0.64503,0.76762,0.79362,0.84016,0.7999,0.70835,0.83397,0.7935,0.85877,0.77057,0.65579,0.83701,0.52366,0.32632,0.83595,0.81941,0.80031,0.77533,0.13277,0.77198,0.56654,0.76757,0.87605,0.85346,0.84605,0.70627,0.51878,0.68661,0.60269,0.77839,0.49653,0.77575,0.75443,0.86866,0.51258,0.66521,0.74126,0.49334,0.87966,0.08829
0.14252,0.02957,0.29549,0.13392,0.08467,0.42614,0.05288,0.05842,0.39879,0.14206,0.19543,0.06248,0.16457,0.05874,0.08705,0.17982,0.19339,0.05569,0.12578,0.07729,0.17165,0.10003,0.22576,0.11362,0.2896,0.20172,0.10718,0.46304,0.26931,0.21585,0.05903,0.47489,0.09674,0.28862,0.12553,0.03006,0.15339,0.04954,0.05488,0.03595,0.11684,0.10345,0.14097,0.1864,0.06627,0.07749,0.20375,0.06953,0.06192,0.29176
0.67402,0.04171,0.75114,0.70436,0.74625,0.7786,0.66634,0.5689,0.71711,0.54217,0.61169,0.60116,0.65458,0.89236,0.42626,0.67482,0.73416,0.45225,0.75253,0.57373,0.64195,0.69983,0.69735,0.56089,0.75947,0.63626,0.60204,0.70858,0.06425,0.65188,0.69625,0.6685,0.8138,0.75769,0.8055,0.50281,0.58365,0.52374,0.35889,0.61433,0.5337,0.67579,0.66622,0.77157,0.69058,0.58951,0.62637,0.56034,0.46675,0.15901
0.76678,0.04241,0.76606,0.70172,0.73659,0.82117,0.75036,0.6671,0.81401,0.47286,0.72366,0.63103,0.68712,0.87787,0.60993,0.67602,0.75149,0.65672,0.71643,0.61739,0.74524,0.74992,0.73328,0.4735,0.7897,0.62749,0.66581,0.75856,0.07024,0.67109,0.73684,0.66579,0.76802,0.77413,0.77036,0.52478,0.68324,0.77314,0.72783,0.62746,0.60196,0.66221,0.65233,0.69399,0.5723,0.61079,0.66979,0.66837,0.79448,0.05889
0.73105,0.05019,0.59284,0.76833,0.82751,0.90642,0.78502,0.50529,0.84445,0.54829,0.82638,0.75937,0.74274,0.85332,0.66094,0.55124,0.29577,0.76672,0.83035,0.7124,0.61293,0.62839,0.7442,0.27645,0.85011,0.74039,0.81014,0.76403,0.04928,0.80076,0.59437,0.80063,0.63145,0.78858,0.87446,0.79194,0.77951,0.84261,0.5467,0.75114,0.55212,0.75595,0.78554,0.85674,0.6903,0.60807,0.52149,0.49946,0.86788,0.06354
0.76256,0.03648,0.52271,0.78085,0.7577,0.84742,0.75517,0.86165,0.77523,0.75924,0.75328,0.73047,0.77,0.85489,0.75024,0.76722,0.87074,0.74469,0.82909,0.7538,0.78032,0.58914,0.75054,0.4496,0.82976,0.7565,0.82713,0.56949,0.04367,0.76358,0.73862,0.78678,0.88574,0.84452,0.83366,0.75039,0.55638,0.85418,0.54788,0.73301,0.75238,0.75748,0.74772,0.85254,0.30344,0.67184,0.75288,0.82327,0.87331,0.25428
0.78712,0.0332,0.6243,0.73878,0.73543,0.80714,0.57925,0.50651,0.78876,0.75177,0.80067,0.73001,0.63722,0.86606,0.73428,0.77237,0.8448,0.75803,0.88047,0.76728,0.37003,0.64457,0.69149,0.13675,0.84892,0.33694,0.76213,0.7326,0.05291,0.78066,0.41829,0.82172,0.66442,0.79872,0.86586,0.7756,0.67337,0.2022,0.29894,0.76946,0.62036,0.7668,0.68757,0.85644,0.55279,0.26623,0.76024,0.12803,0.89161,0.09545
0.26002,0.03047,0.38883,0.15249,0.1121,0.54674,0.34002,0.0964,0.68697,0.20913,0.29455,0.06338,0.40825,0.05955,0.07857,0.24971,0.19212,0.06973,0.07361,0.06603,0.11676,0.08252,0.34917,0.14498,0.61362,0.19486,0.2857,0.49358,0.48496,0.14706,0.15393,0.53172,0.09085,0.38705,0.19227,0.02844,0.15302,0.06876,0.08861,0.05499,0.13985,0.1148,0.38167,0.27196,0.17126,0.09294,0.22278,0.07969,0.05914,0.43068
0.16197,0.03328,0.35424,0.15934,0.08997,0.74402,0.2331,0.06549,0.41655,0.1304,0.40292,0.0703,0.22395,0.05252,0.07974,0.39713,0.49936,0.08536,0.10144,0.07584,0.10861,0.11825,0.4251,0.07893,0.5276,0.19843,0.37864,0.3741,0.38156,0.10319,0.06296,0.42076,0.07709,0.54804,0.6337,0.03126,0.39638,0.08381,0.05263,0.05183,0.14183,0.1281,0.28026,0.18394,0.06219,0.10316,0.2459,0.11136,0.14223,0.56941
0.66758,0.03062,0.5828,0.69307,0.80751,0.86384,0.78226,0.72579,0.75275,0.75049,0.7394,0.66308,0.73005,0.82475,0.34698,0.63214,0.85274,0.70953,0.74417,0.63935,0.61132,0.41857,0.71726,0.55147,0.77608,0.70573,0.70453,0.7455,0.0544,0.67364,0.63525,0.69597,0.80297,0.77235,0.82221,0.67625,0.64392,0.69931,0.58224,0.52639,0.66201,0.65693,0.66179,0.75147,0.63766,0.55821,0.73672,0.48675,0.79448,0.08325
0.77603,0.05381,0.83482,0.7388,0.75492,0.79434,0.76727,0.74922,0.78171,0.58226,0.76973,0.70047,0.74637,0.79828,0.62032,0.79799,0.78931,0.70897,0.72347,0.65059,0.73586,0.6987,0.74706,0.36372,0.81244,0.6737,0.69742,0.79985,0.0523,0.71056,0.73322,0.68985,0.74066,0.82998,0.85669,0.68604,0.51535,0.42175,0.37089,0.72671,0.59955,0.72595,0.67695,0.77442,0.56358,0.32229,0.67329,0.67039,0.8055,0.12207
0.68035,0.04153,0.72241,0.61852,0.34988,0.78145,0.24017,0.34263,0.69132,0.53072,0.69964,0.57759,0.30873,0.71969,0.41221,0.6538,0.77263,0.58359,0.69247,0.47646,0.32083,0.64354,0.55098,0.25036,0.73338,0.24735,0.70874,0.59262,0.05959,0.5678,0.21468,0.67588,0.54443,0.69117,0.74777,0.53064,0.40228,0.71248,0.18644,0.61778,0.2827,0.63871,0.62783,0.74309,0.51805,0.25589,0.62241,0.59582,0.70046,0.13649
0.75551,0.03717,0.80346,0.76643,0.89771,0.78228,0.85152,0.79581,0.76404,0.79177,0.81245,0.7399,0.75524,0.94596,0.43453,0.74757,0.87349,0.58268,0.8116,0.74208,0.6235,0.76994,0.52444,0.31389,0.86771,0.88698,0.80055,0.8289,0.11721,0.80132,0.81498,0.7819,0.8802,0.86198,0.82897,0.786,0.34547,0.72473,0.48947,0.8855,0.75448,0.78963,0.44043,0.85246,0.57852,0.66663,0.78857,0.82479,0.88434,0.06988
0.71535,0.04271,0.7835,0.60563,0.83636,0.84798,0.76699,0.73875,0.66875,0.7356,0.73799,0.66324,0.64538,0.77475,0.30556,0.71802,0.16589,0.75107,0.80597,0.44132,0.77073,0.7708,0.74035,0.36566,0.78296,0.77655,0.78356,0.64167,0.07639,0.72697,0.56723,0.7194,0.83642,0.80771,0.81832,0.70127,0.70504,0.63508,0.28283,0.75312,0.44046,0.70579,0.71947,0.79432,0.16945,0.66949,0.69305,0.71495,0.46623,0.30007
0.3012,0.05685,0.29416,0.16157,0.08844,0.6373,0.06104,0.0727,0.54496,0.16831,0.23035,0.06182,0.18371,0.08064,0.10798,0.1649,0.18444,0.0781,0.40746,0.07303,0.07866,0.06381,0.3789,0.13847,0.31723,0.09091,0.11207,0.31318,0.08837,0.05675,0.10118,0.27131,0.08549,0.23439,0.22359,0.03831,0.1687,0.06478,0.08696,0.05552,0.11851,0.08649,0.1666,0.32175,0.06212,0.10253,0.21791,0.06465,0.45967,0.13632
0.7391,0.03722,0.80097,0.73324,0.85757,0.81318,0.76351,0.74573,0.76299,0.5791,0.80248,0.68257,0.75869,0.78981,0.6241,0.74884,0.79732,0.69658,0.73575,0.70336,0.7554,0.67114,0.74526,0.41921,0.80309,0.77125,0.74882,0.73104,0.04557,0.69892,0.31605,0.71299,0.81055,0.79267,0.81506,0.73217,0.54177,0.80265,0.72598,0.80587,0.61673,0.71963,0.65308,0.77753,0.69808,0.40294,0.72241,0.6788,0.80557,0.15626
0.11633,0.03531,0.23703,0.10754,0.06876,0.27498,0.1088,0.07329,0.34066,0.15844,0.29775,0.1072,0.16499,0.09863,0.07814,0.18054,0.14378,0.06723,0.37505,0.0558,0.1038,0.11057,0.21504,0.11499,0.47932,0.18955,0.08035,0.58329,0.50017,0.19355,0.04113,0.26603,0.08428,0.22234,0.49348,0.0288,0.15204,0.40842,0.0488,0.03399,0.10793,0.20068,0.16595,0.20003,0.05616,0.13174,0.31258,0.0671,0.07218,0.34201
0.47071,0.04432,0.60542,0.47366,0.37637,0.72629,0.51829,0.36447,0.53866,0.41161,0.58085,0.43176,0.4618,0.59277,0.28952,0.51623,0.55809,0.41502,0.47421,0.33769,0.54406,0.42439,0.54423,0.31014,0.57544,0.43144,0.44574,0.60774,0.05817,0.37416,0.46284,0.46667,0.47093,0.53329,0.63057,0.4444,0.40958,0.58905,0.39467,0.38526,0.39215,0.47394,0.45883,0.50908,0.28757,0.31208,0.45488,0.38177,0.44687,0.22199
0.67414,0.03684,0.64538,0.65109,0.79813,0.74848,0.68101,0.46327,0.66355,0.42504,0.71657,0.62822,0.67854,0.69031,0.58637,0.66966,0.85897,0.64287,0.73085,0.60333,0.63855,0.67495,0.6231,0.37418,0.77188,0.63878,0.73364,0.58299,0.06304,0.64651,0.12646,0.64536,0.75558,0.74259,0.78702,0.68046,0.35022,0.61705,0.52584,0.51542,0.38202,0.65467,0.64411,0.78606,0.23088,0.50995,0.65373,0.70545,0.7083,0.15773
0.10225,0.03043,0.25142,0.08663,0.06645,0.61216,0.06395,0.04805,0.09914,0.13319,0.28899,0.04181,0.3853,0.04716,0.0675,0.53891,0.13748,0.03666,0.0493,0.06183,0.098,0.10721,0.19582,0.14925,0.62498,0.11063,0.05338,0.42858,0.5637,0.16953,0.05825,0.55824,0.09176,0.50252,0.34889,0.02424,0.27903,0.23112,0.0322,0.04062,0.09385,0.0694,0.15678,0.22398,0.06215,0.10143,0.34116,0.06925,0.06723,0.52038
0.7593,0.03605,0.70091,0.5877,0.85584,0.81344,0.72385,0.29209,0.75735,0.18078,0.63982,0.70232,0.60412,0.73029,0.20773,0.69519,0.46077,0.33389,0.84415,0.50702,0.69953,0.63439,0.51214,0.51507,0.8245,0.76348,0.64505,0.6736,0.05674,0.7159,0.46235,0.73489,0.68047,0.64952,0.79249,0.62334,0.34702,0.19688,0.37449,0.73201,0.47471,0.67221,0.67068,0.80595,0.55148,0.54277,0.70907,0.53608,0.69026,0.12145
0.70598,0.03487,0.77407,0.68877,0.80964,0.80163,0.75536,0.63656,0.70939,0.68286,0.7401,0.63883,0.6929,0.78137,0.60291,0.70246,0.76226,0.67675,0.72753,0.63084,0.63899,0.7408,0.60926,0.39079,0.75695,0.64291,0.66164,0.69324,0.05357,0.66296,0.39907,0.70146,0.7248,0.71619,0.77169,0.65124,0.43851,0.75833,0.67853,0.73717,0.63777,0.65357,0.64742,0.72193,0.53453,0.54064,0.62699,0.46539,0.79891,0.27664
0.87442,0.03227,0.81512,0.89289,0.93559,0.88392,0.05479,0.34829,0.60906,0.45829,0.90435,0.86065,0.82399,0.91165,0.35048,0.80907,0.9345,0.56129,0.95449,0.91353,0.14442,0.60707,0.35066,0.10904,0.94176,0.43355,0.88397,0.50052,0.07357,0.85074,0.65274,0.89693,0.91678,0.77727,0.7528,0.9495,0.48081,0.73216,0.40082,0.82362,0.82176,0.9408,0.28567,0.96207,0.30641,0.40942,0.74547,0.09481,0.94877,0.16474
0.76907,0.02442,0.81993,0.77715,0.83797,0.76078,0.74836,0.79698,0.81678,0.77974,0.81656,0.74711,0.69409,0.86709,0.68273,0.73381,0.83206,0.76453,0.7958,0.70909,0.76654,0.80124,0.71862,0.13209,0.89167,0.64058,0.82251,0.7932,0.04671,0.74991,0.52674,0.77591,0.54265,0.8245,0.84276,0.74245,0.73922,0.8341,0.58346,0.79034,0.26757,0.74591,0.56853,0.83797,0.56355,0.46692,0.7606,0.2328,0.82024,0.6486
0.77691,0.05056,0.82171,0.77489,0.8585,0.78244,0.59251,0.65554,0.76404,0.65499,0.78602,0.73873,0.6953,0.84316,0.80883,0.75363,0.89131,0.76184,0.79957,0.68896,0.55651,0.61322,0.61669,0.12324,0.83288,0.771,0.79989,0.7173,0.04635,0.7729,0.82231,0.7684,0.8229,0.84558,0.83342,0.83607,0.50526,0.8438,0.41536,0.78528,0.63205,0.71714,0.64741,0.82732,0.62907,0.70392,0.73377,0.8247,0.78577,0.32533
0.76837,0.03145,0.81285,0.74717,0.83704,0.82447,0.75126,0.72483,0.73626,0.7803,0.78234,0.70027,0.74812,0.78439,0.50798,0.71932,0.8328,0.71194,0.80646,0.70881,0.78958,0.79129,0.72912,0.67634,0.83759,0.55017,0.72556,0.77027,0.05275,0.72092,0.81137,0.73787,0.60004,0.59408,0.80682,0.68999,0.73224,0.70632,0.76373,0.74574,0.64793,0.75431,0.74143,0.82307,0.41941,0.70409,0.73604,0.60728,0.65507,0.09959
0.83088,0.03724,0.79623,0.8116,0.92266,0.80451,0.69608,0.76874,0.7836,0.83483,0.7448,0.76781,0.80231,0.82416,0.7331,0.82832,0.88953,0.81625,0.87201,0.78318,0.80505,0.83786,0.78274,0.49466,0.85818,0.88163,0.77737,0.77168,0.05315,0.8018,0.84284,0.76676,0.86805,0.92263,0.86606,0.74598,0.78868,0.84224,0.82646,0.79222,0.77439,0.81669,0.77372,0.88855,0.75695,0.79022,0.7593,0.83231,0.88119,0.12156
0.69424,0.03557,0.7669,0.64446,0.62013,0.73644,0.69293,0.63345,0.70743,0.55928,0.71663,0.622,0.64382,0.71502,0.38492,0.68946,0.72334,0.52213,0.6218,0.59731,0.67491,0.69624,0.6261,0.47541,0.75781,0.69487,0.65713,0.70644,0.0455,0.61087,0.71366,0.69591,0.70873,0.6921,0.72807,0.57235,0.61324,0.7601,0.68097,0.51785,0.64601,0.63941,0.64628,0.71079,0.6212,0.52407,0.64185,0.46576,0.57396,0.15926
0.77747,0.03314,0.76426,0.78924,0.86254,0.81794,0.82496,0.70574,0.77613,0.81101,0.82711,0.74045,0.77465,0.87421,0.54609,0.72617,0.87201,0.80407,0.81632,0.74039,0.75912,0.82532,0.46494,0.42864,0.77065,0.86914,0.76084,0.78093,0.06216,0.76602,0.88409,0.76344,0.85159,0.86036,0.8265,0.74823,0.44585,0.70832,0.55785,0.80381,0.44277,0.74109,0.75018,0.79666,0.35107,0.7162,0.71525,0.75711,0.89377,0.17176
0.07605,0.03597,0.22551,0.07357,0.06721,0.298,0.05004,0.05856,0.24055,0.12774,0.08771,0.0523,0.06956,0.05662,0.06671,0.33604,0.12348,0.05969,0.05857,0.06054,0.10032,0.05665,0.16012,0.093,0.57737,0.23649,0.03863,0.3371,0.48363,0.09157,0.05063,0.19586,0.07704,0.2072,0.17392,0.02499,0.1079,0.11796,0.04394,0.03458,0.1007,0.0945,0.19113,0.13558,0.04393,0.0783,0.19792,0.06461,0.05094,0.4859
0.72334,0.04593,0.59271,0.51722,0.59364,0.65704,0.06852,0.66458,0.54197,0.21494,0.62569,0.68173,0.11426,0.71377,0.4191,0.72245,0.66773,0.61721,0.79588,0.65162,0.56585,0.18045,0.34954,0.06839,0.781,0.13512,0.263,0.35061,0.063,0.67537,0.05943,0.46215,0.73172,0.73528,0.77517,0.5965,0.08685,0.70035,0.43638,0.75116,0.17288,0.7228,0.58487,0.78484,0.16383,0.10758,0.64987,0.46992,0.80055,0.15141
0.70447,0.02899,0.5533,0.66897,0.76383,0.83311,0.76043,0.59179,0.69002,0.44663,0.72234,0.6154,0.59069,0.74815,0.64054,0.66628,0.76031,0.6646,0.71983,0.62808,0.63511,0.57134,0.60998,0.57168,0.76201,0.60981,0.7227,0.53816,0.05423,0.62739,0.16734,0.69727,0.69953,0.73404,0.75484,0.60238,0.53946,0.16277,0.44383,0.68102,0.6393,0.64637,0.65716,0.74257,0.5375,0.54077,0.66873,0.47789,0.59852,0.14476
0.80308,0.05006,0.17711,0.71737,0.07084,0.79258,0.03652,0.04638,0.67087,0.16939,0.857,0.78818,0.40176,0.94346,0.06247,0.75086,0.57189,0.35871,0.88319,0.54984,0.08873,0.84054,0.31739,0.1014,0.63767,0.05748,0.6516,0.4135,0.0624,0.79268,0.10606,0.67902,0.8768,0.49964,0.84667,0.80026,0.10421,0.6708,0.11001,0.81089,0.48681,0.81831,0.57136,0.8776,0.0782,0.11202,0.63131,0.06759,0.61684,0.09262
0.10721,0.05434,0.34067,0.11043,0.05268,0.77469,0.24302,0.04674,0.46567,0.11955,0.53587,0.05531,0.40711,0.04862,0.06106,0.55939,0.36395,0.10573,0.12454,0.07736,0.15267,0.20335,0.71605,0.07487,0.79199,0.19527,0.73377,0.43403,0.69442,0.25033,0.06182,0.69954,0.08649,0.25118,0.36888,0.39716,0.27225,0.08747,0.03594,0.03588,0.15982,0.33035,0.23255,0.13791,0.06325,0.12457,0.51233,0.07336,0.48133,0.54209
0.58131,0.04494,0.41146,0.58238,0.59789,0.7544,0.55718,0.2972,0.58319,0.4293,0.59848,0.54928,0.53946,0.66839,0.50372,0.60702,0.61201,0.49941,0.56009,0.48655,0.40414,0.588,0.31371,0.24277,0.6427,0.31222,0.62023,0.52641,0.06003,0.51552,0.37868,0.6187,0.55965,0.59893,0.72807,0.4444,0.30637,0.13738,0.40874,0.57421,0.42333,0.57927,0.4685,0.58052,0.47423,0.49829,0.56573,0.31231,0.6155,0.36189
0.18969,0.03498,0.28444,0.1155,0.07645,0.52892,0.08161,0.10542,0.34677,0.11342,0.16509,0.11173,0.1351,0.10157,0.08964,0.22059,0.17335,0.08454,0.06178,0.0706,0.16259,0.10262,0.26453,0.0903,0.35506,0.24777,0.16515,0.45051,0.28447,0.12874,0.06544,0.26959,0.12555,0.31318,0.67815,0.02862,0.12225,0.0624,0.0419,0.03583,0.14945,0.43,0.1486,0.12009,0.03936,0.14951,0.23994,0.07561,0.05374,0.47998
0.17625,0.03477,0.3799,0.10153,0.07606,0.5398,0.10879,0.053,0.47682,0.16061,0.39658,0.09965,0.18772,0.06885,0.06399,0.25949,0.22231,0.0513,0.16888,0.06216,0.08761,0.11197,0.42511,0.11155,0.38683,0.13467,0.1108,0.33345,0.45277,0.12663,0.09165,0.35886,0.08604,0.31316,0.15938,0.36319,0.35641,0.05707,0.06118,0.04378,0.10648,0.09666,0.19916,0.21221,0.06043,0.07187,0.14436,0.07641,0.32471,0.5298
0.27294,0.03186,0.44545,0.10896,0.09203,0.63367,0.04774,0.04538,0.35714,0.16496,0.36553,0.15783,0.20379,0.18756,0.08421,0.40076,0.43395,0.11067,0.19314,0.07342,0.20331,0.132,0.31237,0.09091,0.27919,0.4083,0.17946,0.52963,0.47615,0.15655,0.0976,0.26368,0.07978,0.39118,0.16393,0.02678,0.19506,0.11112,0.0339,0.08524,0.11866,0.26761,0.24126,0.23793,0.04295,0.11661,0.17405,0.07014,0.20507,0.36176
0.77135,0.0523,0.55777,0.75222,0.75948,0.79038,0.82343,0.76139,0.75679,0.62465,0.77042,0.7023,0.74625,0.7762,0.7579,0.61645,0.84875,0.7559,0.81345,0.70606,0.63228,0.81689,0.74581,0.50035,0.81448,0.78498,0.74952,0.79636,0.0565,0.73488,0.68499,0.74478,0.60279,0.68441,0.81877,0.77058,0.74434,0.30257,0.75962,0.7548,0.78142,0.76755,0.73621,0.85194,0.742,0.57857,0.75349,0.66193,0.85955,0.19015
0.07856,0.03879,0.66921,0.06693,0.06262,0.74061,0.05536,0.0477,0.30367,0.14607,0.58754,0.19602,0.3297,0.38512,0.07175,0.35762,0.29286,0.28592,0.50905,0.23718,0.2966,0.44825,0.6598,0.06445,0.68319,0.22089,0.08613,0.68355,0.18104,0.18348,0.04452,0.21224,0.42739,0.56261,0.50929,0.03065,0.39042,0.04594,0.03414,0.03167,0.18339,0.13819,0.43231,0.59371,0.05248,0.08556,0.37786,0.066,0.359,0.45202
0.85204,0.04697,0.86685,0.86568,0.91171,0.86135,0.87042,0.90154,0.88002,0.875,0.88866,0.82261,0.83265,0.91275,0.83865,0.82566,0.93941,0.81941,0.89564,0.85555,0.7903,0.86511,0.80624,0.0781,0.90783,0.4192,0.88924,0.85455,0.04346,0.86248,0.86913,0.85881,0.93175,0.90274,0.86284,0.89175,0.50545,0.84388,0.60389,0.91478,0.58959,0.86285,0.83474,0.91776,0.46601,0.09026,0.80442,0.8779,0.91422,0.08297
0.72167,0.05183,0.77736,0.65468,0.71673,0.79228,0.61853,0.5044,0.68608,0.15308,0.71178,0.63734,0.73328,0.79407,0.67275,0.71072,0.80483,0.65278,0.74259,0.3741,0.52939,0.67936,0.54261,0.33657,0.81192,0.48131,0.7283,0.68823,0.05617,0.65647,0.66144,0.68356,0.86325,0.67825,0.80352,0.62814,0.40581,0.08011,0.52077,0.74682,0.50246,0.68228,0.53129,0.78245,0.24201,0.53497,0.66227,0.6078,0.73363,0.08457
0.75249,0.04804,0.65025,0.79787,0.82602,0.7949,0.38521,0.59762,0.48995,0.25282,0.71376,0.77411,0.37403,0.92846,0.42281,0.71575,0.87796,0.76877,0.84034,0.42048,0.36137,0.36508,0.34822,0.10301,0.61167,0.13404,0.80749,0.60923,0.05641,0.76329,0.13292,0.43261,0.8774,0.48463,0.84084,0.75716,0.1481,0.34287,0.61102,0.7026,0.2538,0.74302,0.71922,0.85425,0.04493,0.50143,0.74643,0.07266,0.76783,0.32561
